model,dataset,seed,task,family,variant,status,metric,score,fit_seconds,predict_seconds,n_samples,n_features,artifact_path,error_message,notes,benchmark_mode,base_variant,selected_config_id,selected_lr,selection_metric,selection_mode,selection_score,selected_epoch,candidate_config_count,candidate_lrs,tuning_budget_type
TST-v3-MoE,synthetic_axis_aligned,44,classification,ablation,TST-v3-MoE,ok,accuracy,0.892683,5.0048,0.0172,1024,20,outputs/benchmark_artifacts/synthetic_axis_aligned/seed_44/tst_v3_moe,,,tuned_tst_benchmark,,,,,,,,,,
FT-Transformer-style,synthetic_axis_aligned,44,classification,neural_baseline,local_ft_transformer,ok,accuracy,0.990244,2.7215,0.0077,1024,20,,,,tuned_tst_benchmark,,,,,,,,,,
TST,synthetic_axis_aligned,44,classification,ablation,TST-v0-tuned,ok,accuracy,0.892683,13.4308,0.0201,1024,20,outputs/benchmark_artifacts/synthetic_axis_aligned/seed_44/tst_v0_tuned,,,tuned_tst_benchmark,TST-v0,tst_v0_lr_1e-4,1e-4,val_accuracy,maximize,0.892683,1,3,"1e-4,3e-4,1e-3",lr_only
TST,synthetic_axis_aligned,44,classification,ablation,TST-v1-Gate-tuned,ok,accuracy,0.892683,14.0953,0.0185,1024,20,outputs/benchmark_artifacts/synthetic_axis_aligned/seed_44/tst_v1_gate_tuned,,,tuned_tst_benchmark,TST-v1-Gate,tst_v1_gate_lr_1e-4,1e-4,val_accuracy,maximize,0.892683,1,3,"1e-4,3e-4,1e-3",lr_only
TST,synthetic_axis_aligned,44,classification,ablation,TST-v2-GateFourier-tuned,ok,accuracy,0.892683,14.4525,0.0182,1024,20,outputs/benchmark_artifacts/synthetic_axis_aligned/seed_44/tst_v2_gate_fourier_tuned,,,tuned_tst_benchmark,TST-v2-GateFourier,tst_v2_gate_fourier_lr_1e-4,1e-4,val_accuracy,maximize,0.892683,1,3,"1e-4,3e-4,1e-3",lr_only
TST,synthetic_axis_aligned,44,classification,ablation,TST-v3-MoE-tuned,ok,accuracy,0.892683,14.4504,0.0193,1024,20,outputs/benchmark_artifacts/synthetic_axis_aligned/seed_44/tst_v3_moe_tuned,,,tuned_tst_benchmark,TST-v3-MoE,tst_v3_moe_lr_1e-4,1e-4,val_accuracy,maximize,0.892683,1,3,"1e-4,3e-4,1e-3",lr_only
Linear/Ridge,synthetic_xor,44,classification,baseline,linear,ok,accuracy,0.463415,0.0042,0.0008,1024,20,,,,tuned_tst_benchmark,,,,,,,,,,
Random Forest,synthetic_xor,44,classification,baseline,random_forest,ok,accuracy,0.712195,0.0537,0.0029,1024,20,,,,tuned_tst_benchmark,,,,,,,,,,
Gradient Boosting,synthetic_xor,44,classification,baseline,gradient_boosting,ok,accuracy,0.82439,0.195,0.0016,1024,20,,,,tuned_tst_benchmark,,,,,,,,,,
MLP,synthetic_xor,44,classification,baseline,mlp,ok,accuracy,0.756098,0.103,0.0095,1024,20,,,,tuned_tst_benchmark,,,,,,,,,,
LightGBM,synthetic_xor,44,classification,baseline,lightgbm,ok,accuracy,0.995122,0.0852,0.0029,1024,20,,,,tuned_tst_benchmark,,,,,,,,,,
CatBoost,synthetic_xor,44,classification,baseline,catboost,ok,accuracy,0.995122,0.8864,0.0023,1024,20,,,,tuned_tst_benchmark,,,,,,,,,,
TST-v0,synthetic_xor,44,classification,ablation,TST-v0,ok,accuracy,0.526829,4.6247,0.0169,1024,20,outputs/benchmark_artifacts/synthetic_xor/seed_44/tst_v0,,,tuned_tst_benchmark,,,,,,,,,,
TST-v1-Gate,synthetic_xor,44,classification,ablation,TST-v1-Gate,ok,accuracy,0.526829,4.551,0.0166,1024,20,outputs/benchmark_artifacts/synthetic_xor/seed_44/tst_v1_gate,,,tuned_tst_benchmark,,,,,,,,,,
TST-v2-GateFourier,synthetic_xor,44,classification,ablation,TST-v2-GateFourier,ok,accuracy,0.526829,4.9157,0.0179,1024,20,outputs/benchmark_artifacts/synthetic_xor/seed_44/tst_v2_gate_fourier,,,tuned_tst_benchmark,,,,,,,,,,
TST-v3-MoE,synthetic_xor,44,classification,ablation,TST-v3-MoE,ok,accuracy,0.526829,5.1414,0.0314,1024,20,outputs/benchmark_artifacts/synthetic_xor/seed_44/tst_v3_moe,,,tuned_tst_benchmark,,,,,,,,,,
FT-Transformer-style,synthetic_xor,44,classification,neural_baseline,local_ft_transformer,ok,accuracy,0.526829,1.6104,0.0084,1024,20,,,,tuned_tst_benchmark,,,,,,,,,,
TST,synthetic_xor,44,classification,ablation,TST-v0-tuned,ok,accuracy,0.531707,20.6849,0.0174,1024,20,outputs/benchmark_artifacts/synthetic_xor/seed_44/tst_v0_tuned,,,tuned_tst_benchmark,TST-v0,tst_v0_lr_1e-4,1e-4,val_accuracy,maximize,0.536585,8,3,"1e-4,3e-4,1e-3",lr_only
TST,synthetic_xor,44,classification,ablation,TST-v1-Gate-tuned,ok,accuracy,0.517073,16.7941,0.017,1024,20,outputs/benchmark_artifacts/synthetic_xor/seed_44/tst_v1_gate_tuned,,,tuned_tst_benchmark,TST-v1-Gate,tst_v1_gate_lr_1e-4,1e-4,val_accuracy,maximize,0.536585,9,3,"1e-4,3e-4,1e-3",lr_only
TST,synthetic_xor,44,classification,ablation,TST-v2-GateFourier-tuned,ok,accuracy,0.526829,14.5431,0.019,1024,20,outputs/benchmark_artifacts/synthetic_xor/seed_44/tst_v2_gate_fourier_tuned,,,tuned_tst_benchmark,TST-v2-GateFourier,tst_v2_gate_fourier_lr_1e-4,1e-4,val_accuracy,maximize,0.526829,1,3,"1e-4,3e-4,1e-3",lr_only
TST,synthetic_xor,44,classification,ablation,TST-v3-MoE-tuned,ok,accuracy,0.526829,15.3074,0.0177,1024,20,outputs/benchmark_artifacts/synthetic_xor/seed_44/tst_v3_moe_tuned,,,tuned_tst_benchmark,TST-v3-MoE,tst_v3_moe_lr_3e-4,3e-4,val_accuracy,maximize,0.526829,1,3,"1e-4,3e-4,1e-3",lr_only
Linear/Ridge,synthetic_piecewise,44,regression,baseline,linear,ok,rmse,0.765868,0.011,0.0011,1024,20,,,,tuned_tst_benchmark,,,,,,,,,,
Random Forest,synthetic_piecewise,44,regression,baseline,random_forest,ok,rmse,0.277101,0.1518,0.0036,1024,20,,,,tuned_tst_benchmark,,,,,,,,,,
Gradient Boosting,synthetic_piecewise,44,regression,baseline,gradient_boosting,ok,rmse,0.14682,0.1756,0.0013,1024,20,,,,tuned_tst_benchmark,,,,,,,,,,
MLP,synthetic_piecewise,44,regression,baseline,mlp,ok,rmse,0.750108,0.0501,0.0012,1024,20,,,,tuned_tst_benchmark,,,,,,,,,,
LightGBM,synthetic_piecewise,44,regression,baseline,lightgbm,ok,rmse,0.221305,0.0407,0.0028,1024,20,,,,tuned_tst_benchmark,,,,,,,,,,
CatBoost,synthetic_piecewise,44,regression,baseline,catboost,ok,rmse,0.182939,0.6581,0.0016,1024,20,,,,tuned_tst_benchmark,,,,,,,,,,
TST-v0,synthetic_piecewise,44,regression,ablation,TST-v0,ok,rmse,0.826928,8.3052,0.0169,1024,20,outputs/benchmark_artifacts/synthetic_piecewise/seed_44/tst_v0,,,tuned_tst_benchmark,,,,,,,,,,
TST-v1-Gate,synthetic_piecewise,44,regression,ablation,TST-v1-Gate,ok,rmse,0.826778,8.1627,0.0169,1024,20,outputs/benchmark_artifacts/synthetic_piecewise/seed_44/tst_v1_gate,,,tuned_tst_benchmark,,,,,,,,,,
TST-v2-GateFourier,synthetic_piecewise,44,regression,ablation,TST-v2-GateFourier,ok,rmse,0.82661,8.1468,0.0177,1024,20,outputs/benchmark_artifacts/synthetic_piecewise/seed_44/tst_v2_gate_fourier,,,tuned_tst_benchmark,,,,,,,,,,
TST-v3-MoE,synthetic_piecewise,44,regression,ablation,TST-v3-MoE,ok,rmse,0.827053,6.0183,0.0231,1024,20,outputs/benchmark_artifacts/synthetic_piecewise/seed_44/tst_v3_moe,,,tuned_tst_benchmark,,,,,,,,,,
FT-Transformer-style,synthetic_piecewise,44,regression,neural_baseline,local_ft_transformer,ok,rmse,0.776996,2.8214,0.0073,1024,20,,,,tuned_tst_benchmark,,,,,,,,,,
TST,synthetic_piecewise,44,regression,ablation,TST-v0-tuned,ok,rmse,0.770602,25.1901,0.0174,1024,20,outputs/benchmark_artifacts/synthetic_piecewise/seed_44/tst_v0_tuned,,,tuned_tst_benchmark,TST-v0,tst_v0_lr_1e-4,1e-4,val_rmse,minimize,0.811382,17,3,"1e-4,3e-4,1e-3",lr_only
TST,synthetic_piecewise,44,regression,ablation,TST-v1-Gate-tuned,ok,rmse,0.759875,25.2251,0.0172,1024,20,outputs/benchmark_artifacts/synthetic_piecewise/seed_44/tst_v1_gate_tuned,,,tuned_tst_benchmark,TST-v1-Gate,tst_v1_gate_lr_1e-4,1e-4,val_rmse,minimize,0.802749,19,3,"1e-4,3e-4,1e-3",lr_only
TST,synthetic_piecewise,44,regression,ablation,TST-v2-GateFourier-tuned,ok,rmse,0.827117,22.0253,0.0201,1024,20,outputs/benchmark_artifacts/synthetic_piecewise/seed_44/tst_v2_gate_fourier_tuned,,,tuned_tst_benchmark,TST-v2-GateFourier,tst_v2_gate_fourier_lr_3e-4,3e-4,val_rmse,minimize,0.835485,14,3,"1e-4,3e-4,1e-3",lr_only
TST,synthetic_piecewise,44,regression,ablation,TST-v3-MoE-tuned,ok,rmse,0.827211,23.5839,0.0184,1024,20,outputs/benchmark_artifacts/synthetic_piecewise/seed_44/tst_v3_moe_tuned,,,tuned_tst_benchmark,TST-v3-MoE,tst_v3_moe_lr_1e-4,1e-4,val_rmse,minimize,0.835423,9,3,"1e-4,3e-4,1e-3",lr_only
Linear/Ridge,synthetic_irrelevant_noise,44,classification,baseline,linear,ok,accuracy,0.863415,0.007,0.0016,1024,100,,,,tuned_tst_benchmark,,,,,,,,,,
Random Forest,synthetic_irrelevant_noise,44,classification,baseline,random_forest,ok,accuracy,0.839024,0.0934,0.0033,1024,100,,,,tuned_tst_benchmark,,,,,,,,,,
Gradient Boosting,synthetic_irrelevant_noise,44,classification,baseline,gradient_boosting,ok,accuracy,0.941463,0.8104,0.0017,1024,100,,,,tuned_tst_benchmark,,,,,,,,,,
MLP,synthetic_irrelevant_noise,44,classification,baseline,mlp,ok,accuracy,0.858537,0.0623,0.0012,1024,100,,,,tuned_tst_benchmark,,,,,,,,,,
LightGBM,synthetic_irrelevant_noise,44,classification,baseline,lightgbm,ok,accuracy,0.941463,0.1876,0.003,1024,100,,,,tuned_tst_benchmark,,,,,,,,,,
CatBoost,synthetic_irrelevant_noise,44,classification,baseline,catboost,ok,accuracy,0.936585,2.7968,0.0019,1024,100,,,,tuned_tst_benchmark,,,,,,,,,,
TST-v0,synthetic_irrelevant_noise,44,classification,ablation,TST-v0,ok,accuracy,0.517073,24.6293,0.087,1024,100,outputs/benchmark_artifacts/synthetic_irrelevant_noise/seed_44/tst_v0,,,tuned_tst_benchmark,,,,,,,,,,
TST-v1-Gate,synthetic_irrelevant_noise,44,classification,ablation,TST-v1-Gate,ok,accuracy,0.517073,25.2865,0.0913,1024,100,outputs/benchmark_artifacts/synthetic_irrelevant_noise/seed_44/tst_v1_gate,,,tuned_tst_benchmark,,,,,,,,,,
TST-v2-GateFourier,synthetic_irrelevant_noise,44,classification,ablation,TST-v2-GateFourier,ok,accuracy,0.517073,29.5997,0.0955,1024,100,outputs/benchmark_artifacts/synthetic_irrelevant_noise/seed_44/tst_v2_gate_fourier,,,tuned_tst_benchmark,,,,,,,,,,
TST-v3-MoE,synthetic_irrelevant_noise,44,classification,ablation,TST-v3-MoE,ok,accuracy,0.517073,27.9633,0.093,1024,100,outputs/benchmark_artifacts/synthetic_irrelevant_noise/seed_44/tst_v3_moe,,,tuned_tst_benchmark,,,,,,,,,,
FT-Transformer-style,synthetic_irrelevant_noise,44,classification,neural_baseline,local_ft_transformer,ok,accuracy,0.785366,13.9306,0.0371,1024,100,,,,tuned_tst_benchmark,,,,,,,,,,
TST,synthetic_irrelevant_noise,44,classification,ablation,TST-v0-tuned,ok,accuracy,0.702439,132.5647,0.1008,1024,100,outputs/benchmark_artifacts/synthetic_irrelevant_noise/seed_44/tst_v0_tuned,,,tuned_tst_benchmark,TST-v0,tst_v0_lr_3e-4,3e-4,val_accuracy,maximize,0.643902,16,3,"1e-4,3e-4,1e-3",lr_only
TST,synthetic_irrelevant_noise,44,classification,ablation,TST-v1-Gate-tuned,ok,accuracy,0.643902,132.8603,0.1013,1024,100,outputs/benchmark_artifacts/synthetic_irrelevant_noise/seed_44/tst_v1_gate_tuned,,,tuned_tst_benchmark,TST-v1-Gate,tst_v1_gate_lr_1e-4,1e-4,val_accuracy,maximize,0.604878,16,3,"1e-4,3e-4,1e-3",lr_only
TST,synthetic_irrelevant_noise,44,classification,ablation,TST-v2-GateFourier-tuned,ok,accuracy,0.517073,85.1311,0.1002,1024,100,outputs/benchmark_artifacts/synthetic_irrelevant_noise/seed_44/tst_v2_gate_fourier_tuned,,,tuned_tst_benchmark,TST-v2-GateFourier,tst_v2_gate_fourier_lr_1e-4,1e-4,val_accuracy,maximize,0.517073,1,3,"1e-4,3e-4,1e-3",lr_only
TST,synthetic_irrelevant_noise,44,classification,ablation,TST-v3-MoE-tuned,ok,accuracy,0.517073,91.5227,0.1023,1024,100,outputs/benchmark_artifacts/synthetic_irrelevant_noise/seed_44/tst_v3_moe_tuned,,,tuned_tst_benchmark,TST-v3-MoE,tst_v3_moe_lr_1e-4,1e-4,val_accuracy,maximize,0.521951,6,3,"1e-4,3e-4,1e-3",lr_only
Linear/Ridge,synthetic_rotated,44,classification,baseline,linear,ok,accuracy,0.960976,0.0267,0.001,1024,20,,,,tuned_tst_benchmark,,,,,,,,,,
Random Forest,synthetic_rotated,44,classification,baseline,random_forest,ok,accuracy,0.941463,0.0475,0.0031,1024,20,,,,tuned_tst_benchmark,,,,,,,,,,
Gradient Boosting,synthetic_rotated,44,classification,baseline,gradient_boosting,ok,accuracy,0.960976,0.1974,0.0019,1024,20,,,,tuned_tst_benchmark,,,,,,,,,,
MLP,synthetic_rotated,44,classification,baseline,mlp,ok,accuracy,0.941463,0.056,0.0018,1024,20,,,,tuned_tst_benchmark,,,,,,,,,,
LightGBM,synthetic_rotated,44,classification,baseline,lightgbm,ok,accuracy,0.956098,0.0604,0.0039,1024,20,,,,tuned_tst_benchmark,,,,,,,,,,
CatBoost,synthetic_rotated,44,classification,baseline,catboost,ok,accuracy,0.965854,0.8046,0.002,1024,20,,,,tuned_tst_benchmark,,,,,,,,,,
TST-v0,synthetic_rotated,44,classification,ablation,TST-v0,ok,accuracy,0.614634,4.5753,0.0182,1024,20,outputs/benchmark_artifacts/synthetic_rotated/seed_44/tst_v0,,,tuned_tst_benchmark,,,,,,,,,,
TST-v1-Gate,synthetic_rotated,44,classification,ablation,TST-v1-Gate,ok,accuracy,0.614634,4.6015,0.0167,1024,20,outputs/benchmark_artifacts/synthetic_rotated/seed_44/tst_v1_gate,,,tuned_tst_benchmark,,,,,,,,,,
TST-v2-GateFourier,synthetic_rotated,44,classification,ablation,TST-v2-GateFourier,ok,accuracy,0.614634,5.6971,0.0185,1024,20,outputs/benchmark_artifacts/synthetic_rotated/seed_44/tst_v2_gate_fourier,,,tuned_tst_benchmark,,,,,,,,,,
TST-v3-MoE,synthetic_rotated,44,classification,ablation,TST-v3-MoE,ok,accuracy,0.614634,5.0068,0.0208,1024,20,outputs/benchmark_artifacts/synthetic_rotated/seed_44/tst_v3_moe,,,tuned_tst_benchmark,,,,,,,,,,
FT-Transformer-style,synthetic_rotated,44,classification,neural_baseline,local_ft_transformer,ok,accuracy,0.946341,2.6941,0.0082,1024,20,,,,tuned_tst_benchmark,,,,,,,,,,
TST,synthetic_rotated,44,classification,ablation,TST-v0-tuned,ok,accuracy,0.907317,21.9074,0.0171,1024,20,outputs/benchmark_artifacts/synthetic_rotated/seed_44/tst_v0_tuned,,,tuned_tst_benchmark,TST-v0,tst_v0_lr_3e-4,3e-4,val_accuracy,maximize,0.941463,20,3,"1e-4,3e-4,1e-3",lr_only
TST,synthetic_rotated,44,classification,ablation,TST-v1-Gate-tuned,ok,accuracy,0.956098,17.7099,0.0167,1024,20,outputs/benchmark_artifacts/synthetic_rotated/seed_44/tst_v1_gate_tuned,,,tuned_tst_benchmark,TST-v1-Gate,tst_v1_gate_lr_1e-4,1e-4,val_accuracy,maximize,0.951220,20,3,"1e-4,3e-4,1e-3",lr_only
TST,synthetic_rotated,44,classification,ablation,TST-v2-GateFourier-tuned,ok,accuracy,0.614634,15.6423,0.0211,1024,20,outputs/benchmark_artifacts/synthetic_rotated/seed_44/tst_v2_gate_fourier_tuned,,,tuned_tst_benchmark,TST-v2-GateFourier,tst_v2_gate_fourier_lr_1e-4,1e-4,val_accuracy,maximize,0.614634,1,3,"1e-4,3e-4,1e-3",lr_only
TST,synthetic_rotated,44,classification,ablation,TST-v3-MoE-tuned,ok,accuracy,0.614634,14.938,0.0194,1024,20,outputs/benchmark_artifacts/synthetic_rotated/seed_44/tst_v3_moe_tuned,,,tuned_tst_benchmark,TST-v3-MoE,tst_v3_moe_lr_1e-4,1e-4,val_accuracy,maximize,0.614634,1,3,"1e-4,3e-4,1e-3",lr_only
Linear/Ridge,synthetic_regime,44,regression,baseline,linear,ok,rmse,0.478799,0.011,0.001,1024,20,,,,tuned_tst_benchmark,,,,,,,,,,
Random Forest,synthetic_regime,44,regression,baseline,random_forest,ok,rmse,0.268013,0.1431,0.0031,1024,20,,,,tuned_tst_benchmark,,,,,,,,,,
Gradient Boosting,synthetic_regime,44,regression,baseline,gradient_boosting,ok,rmse,0.300754,0.1839,0.0014,1024,20,,,,tuned_tst_benchmark,,,,,,,,,,
MLP,synthetic_regime,44,regression,baseline,mlp,ok,rmse,0.38228,0.0511,0.0013,1024,20,,,,tuned_tst_benchmark,,,,,,,,,,
LightGBM,synthetic_regime,44,regression,baseline,lightgbm,ok,rmse,0.248173,0.0389,0.0029,1024,20,,,,tuned_tst_benchmark,,,,,,,,,,
CatBoost,synthetic_regime,44,regression,baseline,catboost,ok,rmse,0.18249,0.8236,0.0019,1024,20,,,,tuned_tst_benchmark,,,,,,,,,,
TST-v0,synthetic_regime,44,regression,ablation,TST-v0,ok,rmse,0.604768,6.7525,0.0191,1024,20,outputs/benchmark_artifacts/synthetic_regime/seed_44/tst_v0,,,tuned_tst_benchmark,,,,,,,,,,
TST-v1-Gate,synthetic_regime,44,regression,ablation,TST-v1-Gate,ok,rmse,0.605581,7.4694,0.0177,1024,20,outputs/benchmark_artifacts/synthetic_regime/seed_44/tst_v1_gate,,,tuned_tst_benchmark,,,,,,,,,,
TST-v2-GateFourier,synthetic_regime,44,regression,ablation,TST-v2-GateFourier,ok,rmse,0.605229,5.7825,0.0212,1024,20,outputs/benchmark_artifacts/synthetic_regime/seed_44/tst_v2_gate_fourier,,,tuned_tst_benchmark,,,,,,,,,,
TST-v3-MoE,synthetic_regime,44,regression,ablation,TST-v3-MoE,ok,rmse,0.605267,7.0139,0.0208,1024,20,outputs/benchmark_artifacts/synthetic_regime/seed_44/tst_v3_moe,,,tuned_tst_benchmark,,,,,,,,,,
FT-Transformer-style,synthetic_regime,44,regression,neural_baseline,local_ft_transformer,ok,rmse,0.476644,2.9283,0.008,1024,20,,,,tuned_tst_benchmark,,,,,,,,,,
TST,synthetic_regime,44,regression,ablation,TST-v0-tuned,ok,rmse,0.506187,25.2952,0.0176,1024,20,outputs/benchmark_artifacts/synthetic_regime/seed_44/tst_v0_tuned,,,tuned_tst_benchmark,TST-v0,tst_v0_lr_1e-4,1e-4,val_rmse,minimize,0.529316,20,3,"1e-4,3e-4,1e-3",lr_only
TST,synthetic_regime,44,regression,ablation,TST-v1-Gate-tuned,ok,rmse,0.501581,25.3275,0.0185,1024,20,outputs/benchmark_artifacts/synthetic_regime/seed_44/tst_v1_gate_tuned,,,tuned_tst_benchmark,TST-v1-Gate,tst_v1_gate_lr_1e-4,1e-4,val_rmse,minimize,0.527317,20,3,"1e-4,3e-4,1e-3",lr_only
TST,synthetic_regime,44,regression,ablation,TST-v2-GateFourier-tuned,ok,rmse,0.604609,19.7768,0.0237,1024,20,outputs/benchmark_artifacts/synthetic_regime/seed_44/tst_v2_gate_fourier_tuned,,,tuned_tst_benchmark,TST-v2-GateFourier,tst_v2_gate_fourier_lr_1e-4,1e-4,val_rmse,minimize,0.690774,6,3,"1e-4,3e-4,1e-3",lr_only
TST,synthetic_regime,44,regression,ablation,TST-v3-MoE-tuned,ok,rmse,0.605044,20.6546,0.0205,1024,20,outputs/benchmark_artifacts/synthetic_regime/seed_44/tst_v3_moe_tuned,,,tuned_tst_benchmark,TST-v3-MoE,tst_v3_moe_lr_1e-4,1e-4,val_rmse,minimize,0.691288,5,3,"1e-4,3e-4,1e-3",lr_only
Linear/Ridge,synthetic_sparse_high_order,44,classification,baseline,linear,ok,accuracy,0.980488,0.0059,0.0014,1024,50,,,,tuned_tst_benchmark,,,,,,,,,,
Random Forest,synthetic_sparse_high_order,44,classification,baseline,random_forest,ok,accuracy,0.980488,0.0578,0.0035,1024,50,,,,tuned_tst_benchmark,,,,,,,,,,
Gradient Boosting,synthetic_sparse_high_order,44,classification,baseline,gradient_boosting,ok,accuracy,0.970732,0.5728,0.0015,1024,50,,,,tuned_tst_benchmark,,,,,,,,,,
MLP,synthetic_sparse_high_order,44,classification,baseline,mlp,ok,accuracy,0.980488,0.0608,0.0013,1024,50,,,,tuned_tst_benchmark,,,,,,,,,,
LightGBM,synthetic_sparse_high_order,44,classification,baseline,lightgbm,ok,accuracy,0.995122,0.0709,0.0025,1024,50,,,,tuned_tst_benchmark,,,,,,,,,,
CatBoost,synthetic_sparse_high_order,44,classification,baseline,catboost,ok,accuracy,0.980488,1.8808,0.0025,1024,50,,,,tuned_tst_benchmark,,,,,,,,,,
TST-v0,synthetic_sparse_high_order,44,classification,ablation,TST-v0,ok,accuracy,0.980488,13.2535,0.0425,1024,50,outputs/benchmark_artifacts/synthetic_sparse_high_order/seed_44/tst_v0,,,tuned_tst_benchmark,,,,,,,,,,
TST-v1-Gate,synthetic_sparse_high_order,44,classification,ablation,TST-v1-Gate,ok,accuracy,0.980488,12.199,0.0412,1024,50,outputs/benchmark_artifacts/synthetic_sparse_high_order/seed_44/tst_v1_gate,,,tuned_tst_benchmark,,,,,,,,,,
TST-v2-GateFourier,synthetic_sparse_high_order,44,classification,ablation,TST-v2-GateFourier,ok,accuracy,0.980488,13.1817,0.0437,1024,50,outputs/benchmark_artifacts/synthetic_sparse_high_order/seed_44/tst_v2_gate_fourier,,,tuned_tst_benchmark,,,,,,,,,,
TST-v3-MoE,synthetic_sparse_high_order,44,classification,ablation,TST-v3-MoE,ok,accuracy,0.980488,12.2493,0.0447,1024,50,outputs/benchmark_artifacts/synthetic_sparse_high_order/seed_44/tst_v3_moe,,,tuned_tst_benchmark,,,,,,,,,,
FT-Transformer-style,synthetic_sparse_high_order,44,classification,neural_baseline,local_ft_transformer,ok,accuracy,0.980488,3.7262,0.0164,1024,50,,,,tuned_tst_benchmark,,,,,,,,,,
TST,synthetic_sparse_high_order,44,classification,ablation,TST-v0-tuned,ok,accuracy,0.980488,35.4336,0.0412,1024,50,outputs/benchmark_artifacts/synthetic_sparse_high_order/seed_44/tst_v0_tuned,,,tuned_tst_benchmark,TST-v0,tst_v0_lr_1e-4,1e-4,val_accuracy,maximize,0.975610,1,3,"1e-4,3e-4,1e-3",lr_only
TST,synthetic_sparse_high_order,44,classification,ablation,TST-v1-Gate-tuned,ok,accuracy,0.980488,36.5847,0.0404,1024,50,outputs/benchmark_artifacts/synthetic_sparse_high_order/seed_44/tst_v1_gate_tuned,,,tuned_tst_benchmark,TST-v1-Gate,tst_v1_gate_lr_1e-4,1e-4,val_accuracy,maximize,0.975610,1,3,"1e-4,3e-4,1e-3",lr_only
TST,synthetic_sparse_high_order,44,classification,ablation,TST-v2-GateFourier-tuned,ok,accuracy,0.980488,39.697,0.0436,1024,50,outputs/benchmark_artifacts/synthetic_sparse_high_order/seed_44/tst_v2_gate_fourier_tuned,,,tuned_tst_benchmark,TST-v2-GateFourier,tst_v2_gate_fourier_lr_1e-4,1e-4,val_accuracy,maximize,0.975610,1,3,"1e-4,3e-4,1e-3",lr_only
TST,synthetic_sparse_high_order,44,classification,ablation,TST-v3-MoE-tuned,ok,accuracy,0.980488,37.8119,0.0459,1024,50,outputs/benchmark_artifacts/synthetic_sparse_high_order/seed_44/tst_v3_moe_tuned,,,tuned_tst_benchmark,TST-v3-MoE,tst_v3_moe_lr_1e-4,1e-4,val_accuracy,maximize,0.975610,1,3,"1e-4,3e-4,1e-3",lr_only
