model,dataset,seed,task,family,variant,status,metric,score,fit_seconds,predict_seconds,n_samples,n_features,artifact_path,error_message,notes,benchmark_mode,base_variant,selected_config_id,selected_lr,selection_metric,selection_mode,selection_score,selected_epoch,candidate_config_count,candidate_lrs,tuning_budget_type
MLP,synthetic_axis_aligned,43,classification,baseline,mlp,ok,accuracy,0.931707,0.0612,0.0046,1024,20,,,,tuned_tst_benchmark,,,,,,,,,,
LightGBM,synthetic_axis_aligned,43,classification,baseline,lightgbm,ok,accuracy,0.990244,0.0265,0.005,1024,20,,,,tuned_tst_benchmark,,,,,,,,,,
CatBoost,synthetic_axis_aligned,43,classification,baseline,catboost,ok,accuracy,0.990244,1.4477,0.0031,1024,20,,,,tuned_tst_benchmark,,,,,,,,,,
TST-v0,synthetic_axis_aligned,43,classification,ablation,TST-v0,ok,accuracy,0.902439,8.564,0.0286,1024,20,outputs/benchmark_artifacts/synthetic_axis_aligned/seed_43/tst_v0,,,tuned_tst_benchmark,,,,,,,,,,
TST-v1-Gate,synthetic_axis_aligned,43,classification,ablation,TST-v1-Gate,ok,accuracy,0.902439,8.3247,0.0403,1024,20,outputs/benchmark_artifacts/synthetic_axis_aligned/seed_43/tst_v1_gate,,,tuned_tst_benchmark,,,,,,,,,,
TST-v2-GateFourier,synthetic_axis_aligned,43,classification,ablation,TST-v2-GateFourier,ok,accuracy,0.902439,8.8248,0.0614,1024,20,outputs/benchmark_artifacts/synthetic_axis_aligned/seed_43/tst_v2_gate_fourier,,,tuned_tst_benchmark,,,,,,,,,,
TST-v3-MoE,synthetic_axis_aligned,43,classification,ablation,TST-v3-MoE,ok,accuracy,0.902439,8.5673,0.039,1024,20,outputs/benchmark_artifacts/synthetic_axis_aligned/seed_43/tst_v3_moe,,,tuned_tst_benchmark,,,,,,,,,,
FT-Transformer-style,synthetic_axis_aligned,43,classification,neural_baseline,local_ft_transformer,ok,accuracy,0.97561,4.3744,0.0145,1024,20,,,,tuned_tst_benchmark,,,,,,,,,,
TST,synthetic_axis_aligned,43,classification,ablation,TST-v0-tuned,ok,accuracy,0.902439,26.1748,0.0381,1024,20,outputs/benchmark_artifacts/synthetic_axis_aligned/seed_43/tst_v0_tuned,,,tuned_tst_benchmark,TST-v0,tst_v0_lr_1e-4,1e-4,val_accuracy,maximize,0.902439,1,3,"1e-4,3e-4,1e-3",lr_only
TST,synthetic_axis_aligned,43,classification,ablation,TST-v1-Gate-tuned,ok,accuracy,0.902439,26.6513,0.0404,1024,20,outputs/benchmark_artifacts/synthetic_axis_aligned/seed_43/tst_v1_gate_tuned,,,tuned_tst_benchmark,TST-v1-Gate,tst_v1_gate_lr_1e-4,1e-4,val_accuracy,maximize,0.902439,1,3,"1e-4,3e-4,1e-3",lr_only
TST,synthetic_axis_aligned,43,classification,ablation,TST-v2-GateFourier-tuned,ok,accuracy,0.902439,29.6158,0.0427,1024,20,outputs/benchmark_artifacts/synthetic_axis_aligned/seed_43/tst_v2_gate_fourier_tuned,,,tuned_tst_benchmark,TST-v2-GateFourier,tst_v2_gate_fourier_lr_1e-4,1e-4,val_accuracy,maximize,0.902439,1,3,"1e-4,3e-4,1e-3",lr_only
TST,synthetic_axis_aligned,43,classification,ablation,TST-v3-MoE-tuned,ok,accuracy,0.902439,24.9063,0.0329,1024,20,outputs/benchmark_artifacts/synthetic_axis_aligned/seed_43/tst_v3_moe_tuned,,,tuned_tst_benchmark,TST-v3-MoE,tst_v3_moe_lr_1e-4,1e-4,val_accuracy,maximize,0.902439,1,3,"1e-4,3e-4,1e-3",lr_only
Linear/Ridge,synthetic_xor,43,classification,baseline,linear,ok,accuracy,0.463415,0.0061,0.0014,1024,20,,,,tuned_tst_benchmark,,,,,,,,,,
Random Forest,synthetic_xor,43,classification,baseline,random_forest,ok,accuracy,0.707317,0.071,0.0038,1024,20,,,,tuned_tst_benchmark,,,,,,,,,,
Gradient Boosting,synthetic_xor,43,classification,baseline,gradient_boosting,ok,accuracy,0.795122,0.2529,0.0019,1024,20,,,,tuned_tst_benchmark,,,,,,,,,,
MLP,synthetic_xor,43,classification,baseline,mlp,ok,accuracy,0.8,0.0653,0.0017,1024,20,,,,tuned_tst_benchmark,,,,,,,,,,
LightGBM,synthetic_xor,43,classification,baseline,lightgbm,ok,accuracy,1.0,0.0534,0.0036,1024,20,,,,tuned_tst_benchmark,,,,,,,,,,
CatBoost,synthetic_xor,43,classification,baseline,catboost,ok,accuracy,1.0,1.4759,0.0033,1024,20,,,,tuned_tst_benchmark,,,,,,,,,,
TST-v0,synthetic_xor,43,classification,ablation,TST-v0,ok,accuracy,0.526829,7.8198,0.0366,1024,20,outputs/benchmark_artifacts/synthetic_xor/seed_43/tst_v0,,,tuned_tst_benchmark,,,,,,,,,,
TST-v1-Gate,synthetic_xor,43,classification,ablation,TST-v1-Gate,ok,accuracy,0.526829,7.9826,0.0283,1024,20,outputs/benchmark_artifacts/synthetic_xor/seed_43/tst_v1_gate,,,tuned_tst_benchmark,,,,,,,,,,
TST-v2-GateFourier,synthetic_xor,43,classification,ablation,TST-v2-GateFourier,ok,accuracy,0.526829,9.1089,0.0332,1024,20,outputs/benchmark_artifacts/synthetic_xor/seed_43/tst_v2_gate_fourier,,,tuned_tst_benchmark,,,,,,,,,,
TST-v3-MoE,synthetic_xor,43,classification,ablation,TST-v3-MoE,ok,accuracy,0.526829,8.3924,0.0563,1024,20,outputs/benchmark_artifacts/synthetic_xor/seed_43/tst_v3_moe,,,tuned_tst_benchmark,,,,,,,,,,
FT-Transformer-style,synthetic_xor,43,classification,neural_baseline,local_ft_transformer,ok,accuracy,0.526829,2.9909,0.014,1024,20,,,,tuned_tst_benchmark,,,,,,,,,,
TST,synthetic_xor,43,classification,ablation,TST-v0-tuned,ok,accuracy,0.507317,26.1952,0.0408,1024,20,outputs/benchmark_artifacts/synthetic_xor/seed_43/tst_v0_tuned,,,tuned_tst_benchmark,TST-v0,tst_v0_lr_1e-4,1e-4,val_accuracy,maximize,0.560976,3,3,"1e-4,3e-4,1e-3",lr_only
TST,synthetic_xor,43,classification,ablation,TST-v1-Gate-tuned,ok,accuracy,0.492683,25.6091,0.0382,1024,20,outputs/benchmark_artifacts/synthetic_xor/seed_43/tst_v1_gate_tuned,,,tuned_tst_benchmark,TST-v1-Gate,tst_v1_gate_lr_1e-4,1e-4,val_accuracy,maximize,0.536585,2,3,"1e-4,3e-4,1e-3",lr_only
TST,synthetic_xor,43,classification,ablation,TST-v2-GateFourier-tuned,ok,accuracy,0.526829,26.1016,0.0444,1024,20,outputs/benchmark_artifacts/synthetic_xor/seed_43/tst_v2_gate_fourier_tuned,,,tuned_tst_benchmark,TST-v2-GateFourier,tst_v2_gate_fourier_lr_1e-4,1e-4,val_accuracy,maximize,0.526829,1,3,"1e-4,3e-4,1e-3",lr_only
TST,synthetic_xor,43,classification,ablation,TST-v3-MoE-tuned,ok,accuracy,0.526829,30.3068,0.0311,1024,20,outputs/benchmark_artifacts/synthetic_xor/seed_43/tst_v3_moe_tuned,,,tuned_tst_benchmark,TST-v3-MoE,tst_v3_moe_lr_1e-4,1e-4,val_accuracy,maximize,0.526829,1,3,"1e-4,3e-4,1e-3",lr_only
Linear/Ridge,synthetic_piecewise,43,regression,baseline,linear,ok,rmse,0.737068,0.0204,0.0031,1024,20,,,,tuned_tst_benchmark,,,,,,,,,,
Random Forest,synthetic_piecewise,43,regression,baseline,random_forest,ok,rmse,0.223516,0.219,0.0054,1024,20,,,,tuned_tst_benchmark,,,,,,,,,,
Gradient Boosting,synthetic_piecewise,43,regression,baseline,gradient_boosting,ok,rmse,0.147789,0.2758,0.0021,1024,20,,,,tuned_tst_benchmark,,,,,,,,,,
MLP,synthetic_piecewise,43,regression,baseline,mlp,ok,rmse,0.783063,0.0645,0.0015,1024,20,,,,tuned_tst_benchmark,,,,,,,,,,
LightGBM,synthetic_piecewise,43,regression,baseline,lightgbm,ok,rmse,0.213925,0.0574,0.0066,1024,20,,,,tuned_tst_benchmark,,,,,,,,,,
CatBoost,synthetic_piecewise,43,regression,baseline,catboost,ok,rmse,0.154311,1.3934,0.0056,1024,20,,,,tuned_tst_benchmark,,,,,,,,,,
TST-v0,synthetic_piecewise,43,regression,ablation,TST-v0,ok,rmse,0.800162,13.3526,0.0384,1024,20,outputs/benchmark_artifacts/synthetic_piecewise/seed_43/tst_v0,,,tuned_tst_benchmark,,,,,,,,,,
TST-v1-Gate,synthetic_piecewise,43,regression,ablation,TST-v1-Gate,ok,rmse,0.798414,13.8077,0.0395,1024,20,outputs/benchmark_artifacts/synthetic_piecewise/seed_43/tst_v1_gate,,,tuned_tst_benchmark,,,,,,,,,,
TST-v2-GateFourier,synthetic_piecewise,43,regression,ablation,TST-v2-GateFourier,ok,rmse,0.803379,16.9723,0.0322,1024,20,outputs/benchmark_artifacts/synthetic_piecewise/seed_43/tst_v2_gate_fourier,,,tuned_tst_benchmark,,,,,,,,,,
TST-v3-MoE,synthetic_piecewise,43,regression,ablation,TST-v3-MoE,ok,rmse,0.804689,13.2895,0.0563,1024,20,outputs/benchmark_artifacts/synthetic_piecewise/seed_43/tst_v3_moe,,,tuned_tst_benchmark,,,,,,,,,,
FT-Transformer-style,synthetic_piecewise,43,regression,neural_baseline,local_ft_transformer,ok,rmse,0.787532,4.2671,0.0149,1024,20,,,,tuned_tst_benchmark,,,,,,,,,,
TST,synthetic_piecewise,43,regression,ablation,TST-v0-tuned,ok,rmse,0.747903,38.6014,0.0351,1024,20,outputs/benchmark_artifacts/synthetic_piecewise/seed_43/tst_v0_tuned,,,tuned_tst_benchmark,TST-v0,tst_v0_lr_1e-4,1e-4,val_rmse,minimize,0.782849,14,3,"1e-4,3e-4,1e-3",lr_only
TST,synthetic_piecewise,43,regression,ablation,TST-v1-Gate-tuned,ok,rmse,0.747469,35.3688,0.0478,1024,20,outputs/benchmark_artifacts/synthetic_piecewise/seed_43/tst_v1_gate_tuned,,,tuned_tst_benchmark,TST-v1-Gate,tst_v1_gate_lr_1e-4,1e-4,val_rmse,minimize,0.781257,17,3,"1e-4,3e-4,1e-3",lr_only
TST,synthetic_piecewise,43,regression,ablation,TST-v2-GateFourier-tuned,ok,rmse,0.801352,49.925,0.0486,1024,20,outputs/benchmark_artifacts/synthetic_piecewise/seed_43/tst_v2_gate_fourier_tuned,,,tuned_tst_benchmark,TST-v2-GateFourier,tst_v2_gate_fourier_lr_1e-4,1e-4,val_rmse,minimize,0.800214,7,3,"1e-4,3e-4,1e-3",lr_only
TST,synthetic_piecewise,43,regression,ablation,TST-v3-MoE-tuned,ok,rmse,0.801222,40.1585,0.0322,1024,20,outputs/benchmark_artifacts/synthetic_piecewise/seed_43/tst_v3_moe_tuned,,,tuned_tst_benchmark,TST-v3-MoE,tst_v3_moe_lr_1e-4,1e-4,val_rmse,minimize,0.800050,4,3,"1e-4,3e-4,1e-3",lr_only
Linear/Ridge,synthetic_irrelevant_noise,43,classification,baseline,linear,ok,accuracy,0.804878,0.0112,0.0044,1024,100,,,,tuned_tst_benchmark,,,,,,,,,,
Random Forest,synthetic_irrelevant_noise,43,classification,baseline,random_forest,ok,accuracy,0.843902,0.1238,0.004,1024,100,,,,tuned_tst_benchmark,,,,,,,,,,
Gradient Boosting,synthetic_irrelevant_noise,43,classification,baseline,gradient_boosting,ok,accuracy,0.931707,1.0951,0.0032,1024,100,,,,tuned_tst_benchmark,,,,,,,,,,
MLP,synthetic_irrelevant_noise,43,classification,baseline,mlp,ok,accuracy,0.765854,0.0798,0.0019,1024,100,,,,tuned_tst_benchmark,,,,,,,,,,
LightGBM,synthetic_irrelevant_noise,43,classification,baseline,lightgbm,ok,accuracy,0.941463,0.2845,0.0042,1024,100,,,,tuned_tst_benchmark,,,,,,,,,,
CatBoost,synthetic_irrelevant_noise,43,classification,baseline,catboost,ok,accuracy,0.936585,6.9793,0.0118,1024,100,,,,tuned_tst_benchmark,,,,,,,,,,
TST-v0,synthetic_irrelevant_noise,43,classification,ablation,TST-v0,ok,accuracy,0.512195,48.6212,0.2575,1024,100,outputs/benchmark_artifacts/synthetic_irrelevant_noise/seed_43/tst_v0,,,tuned_tst_benchmark,,,,,,,,,,
TST-v1-Gate,synthetic_irrelevant_noise,43,classification,ablation,TST-v1-Gate,ok,accuracy,0.512195,49.6407,0.2112,1024,100,outputs/benchmark_artifacts/synthetic_irrelevant_noise/seed_43/tst_v1_gate,,,tuned_tst_benchmark,,,,,,,,,,
TST-v2-GateFourier,synthetic_irrelevant_noise,43,classification,ablation,TST-v2-GateFourier,ok,accuracy,0.512195,44.1471,0.175,1024,100,outputs/benchmark_artifacts/synthetic_irrelevant_noise/seed_43/tst_v2_gate_fourier,,,tuned_tst_benchmark,,,,,,,,,,
TST-v3-MoE,synthetic_irrelevant_noise,43,classification,ablation,TST-v3-MoE,ok,accuracy,0.512195,41.8165,0.178,1024,100,outputs/benchmark_artifacts/synthetic_irrelevant_noise/seed_43/tst_v3_moe,,,tuned_tst_benchmark,,,,,,,,,,
FT-Transformer-style,synthetic_irrelevant_noise,43,classification,neural_baseline,local_ft_transformer,ok,accuracy,0.785366,21.6076,0.0575,1024,100,,,,tuned_tst_benchmark,,,,,,,,,,
TST,synthetic_irrelevant_noise,43,classification,ablation,TST-v0-tuned,ok,accuracy,0.614634,193.8754,0.1711,1024,100,outputs/benchmark_artifacts/synthetic_irrelevant_noise/seed_43/tst_v0_tuned,,,tuned_tst_benchmark,TST-v0,tst_v0_lr_1e-4,1e-4,val_accuracy,maximize,0.717073,20,3,"1e-4,3e-4,1e-3",lr_only
TST,synthetic_irrelevant_noise,43,classification,ablation,TST-v1-Gate-tuned,ok,accuracy,0.726829,168.7256,0.1467,1024,100,outputs/benchmark_artifacts/synthetic_irrelevant_noise/seed_43/tst_v1_gate_tuned,,,tuned_tst_benchmark,TST-v1-Gate,tst_v1_gate_lr_1e-4,1e-4,val_accuracy,maximize,0.790244,20,3,"1e-4,3e-4,1e-3",lr_only
TST,synthetic_irrelevant_noise,43,classification,ablation,TST-v2-GateFourier-tuned,ok,accuracy,0.512195,101.1111,0.1047,1024,100,outputs/benchmark_artifacts/synthetic_irrelevant_noise/seed_43/tst_v2_gate_fourier_tuned,,,tuned_tst_benchmark,TST-v2-GateFourier,tst_v2_gate_fourier_lr_3e-4,3e-4,val_accuracy,maximize,0.512195,1,3,"1e-4,3e-4,1e-3",lr_only
TST,synthetic_irrelevant_noise,43,classification,ablation,TST-v3-MoE-tuned,ok,accuracy,0.512195,77.0237,0.0962,1024,100,outputs/benchmark_artifacts/synthetic_irrelevant_noise/seed_43/tst_v3_moe_tuned,,,tuned_tst_benchmark,TST-v3-MoE,tst_v3_moe_lr_1e-4,1e-4,val_accuracy,maximize,0.512195,1,3,"1e-4,3e-4,1e-3",lr_only
Linear/Ridge,synthetic_rotated,43,classification,baseline,linear,ok,accuracy,0.980488,0.0358,0.0017,1024,20,,,,tuned_tst_benchmark,,,,,,,,,,
Random Forest,synthetic_rotated,43,classification,baseline,random_forest,ok,accuracy,0.95122,0.0482,0.003,1024,20,,,,tuned_tst_benchmark,,,,,,,,,,
Gradient Boosting,synthetic_rotated,43,classification,baseline,gradient_boosting,ok,accuracy,0.985366,0.1912,0.0021,1024,20,,,,tuned_tst_benchmark,,,,,,,,,,
MLP,synthetic_rotated,43,classification,baseline,mlp,ok,accuracy,0.970732,0.058,0.0012,1024,20,,,,tuned_tst_benchmark,,,,,,,,,,
LightGBM,synthetic_rotated,43,classification,baseline,lightgbm,ok,accuracy,0.970732,0.064,0.003,1024,20,,,,tuned_tst_benchmark,,,,,,,,,,
CatBoost,synthetic_rotated,43,classification,baseline,catboost,ok,accuracy,0.97561,0.7932,0.002,1024,20,,,,tuned_tst_benchmark,,,,,,,,,,
TST-v0,synthetic_rotated,43,classification,ablation,TST-v0,ok,accuracy,0.634146,4.5394,0.0173,1024,20,outputs/benchmark_artifacts/synthetic_rotated/seed_43/tst_v0,,,tuned_tst_benchmark,,,,,,,,,,
TST-v1-Gate,synthetic_rotated,43,classification,ablation,TST-v1-Gate,ok,accuracy,0.634146,4.9688,0.0185,1024,20,outputs/benchmark_artifacts/synthetic_rotated/seed_43/tst_v1_gate,,,tuned_tst_benchmark,,,,,,,,,,
TST-v2-GateFourier,synthetic_rotated,43,classification,ablation,TST-v2-GateFourier,ok,accuracy,0.634146,5.2596,0.0185,1024,20,outputs/benchmark_artifacts/synthetic_rotated/seed_43/tst_v2_gate_fourier,,,tuned_tst_benchmark,,,,,,,,,,
TST-v3-MoE,synthetic_rotated,43,classification,ablation,TST-v3-MoE,ok,accuracy,0.634146,5.0193,0.0219,1024,20,outputs/benchmark_artifacts/synthetic_rotated/seed_43/tst_v3_moe,,,tuned_tst_benchmark,,,,,,,,,,
FT-Transformer-style,synthetic_rotated,43,classification,neural_baseline,local_ft_transformer,ok,accuracy,0.970732,2.6913,0.0078,1024,20,,,,tuned_tst_benchmark,,,,,,,,,,
TST,synthetic_rotated,43,classification,ablation,TST-v0-tuned,ok,accuracy,0.941463,22.6411,0.0183,1024,20,outputs/benchmark_artifacts/synthetic_rotated/seed_43/tst_v0_tuned,,,tuned_tst_benchmark,TST-v0,tst_v0_lr_3e-4,3e-4,val_accuracy,maximize,0.926829,20,3,"1e-4,3e-4,1e-3",lr_only
TST,synthetic_rotated,43,classification,ablation,TST-v1-Gate-tuned,ok,accuracy,0.97561,22.135,0.0259,1024,20,outputs/benchmark_artifacts/synthetic_rotated/seed_43/tst_v1_gate_tuned,,,tuned_tst_benchmark,TST-v1-Gate,tst_v1_gate_lr_3e-4,3e-4,val_accuracy,maximize,0.960976,20,3,"1e-4,3e-4,1e-3",lr_only
TST,synthetic_rotated,43,classification,ablation,TST-v2-GateFourier-tuned,ok,accuracy,0.634146,14.8318,0.0189,1024,20,outputs/benchmark_artifacts/synthetic_rotated/seed_43/tst_v2_gate_fourier_tuned,,,tuned_tst_benchmark,TST-v2-GateFourier,tst_v2_gate_fourier_lr_1e-4,1e-4,val_accuracy,maximize,0.634146,1,3,"1e-4,3e-4,1e-3",lr_only
TST,synthetic_rotated,43,classification,ablation,TST-v3-MoE-tuned,ok,accuracy,0.634146,15.7821,0.0185,1024,20,outputs/benchmark_artifacts/synthetic_rotated/seed_43/tst_v3_moe_tuned,,,tuned_tst_benchmark,TST-v3-MoE,tst_v3_moe_lr_1e-4,1e-4,val_accuracy,maximize,0.634146,1,3,"1e-4,3e-4,1e-3",lr_only
Linear/Ridge,synthetic_regime,43,regression,baseline,linear,ok,rmse,0.461956,0.0159,0.0011,1024,20,,,,tuned_tst_benchmark,,,,,,,,,,
Random Forest,synthetic_regime,43,regression,baseline,random_forest,ok,rmse,0.248116,0.1406,0.0031,1024,20,,,,tuned_tst_benchmark,,,,,,,,,,
Gradient Boosting,synthetic_regime,43,regression,baseline,gradient_boosting,ok,rmse,0.274048,0.1805,0.0013,1024,20,,,,tuned_tst_benchmark,,,,,,,,,,
MLP,synthetic_regime,43,regression,baseline,mlp,ok,rmse,0.358535,0.0498,0.0009,1024,20,,,,tuned_tst_benchmark,,,,,,,,,,
LightGBM,synthetic_regime,43,regression,baseline,lightgbm,ok,rmse,0.237267,0.0406,0.0038,1024,20,,,,tuned_tst_benchmark,,,,,,,,,,
CatBoost,synthetic_regime,43,regression,baseline,catboost,ok,rmse,0.194142,0.6929,0.0025,1024,20,,,,tuned_tst_benchmark,,,,,,,,,,
TST-v0,synthetic_regime,43,regression,ablation,TST-v0,ok,rmse,0.599627,5.6577,0.0182,1024,20,outputs/benchmark_artifacts/synthetic_regime/seed_43/tst_v0,,,tuned_tst_benchmark,,,,,,,,,,
TST-v1-Gate,synthetic_regime,43,regression,ablation,TST-v1-Gate,ok,rmse,0.601772,6.9169,0.0181,1024,20,outputs/benchmark_artifacts/synthetic_regime/seed_43/tst_v1_gate,,,tuned_tst_benchmark,,,,,,,,,,
TST-v2-GateFourier,synthetic_regime,43,regression,ablation,TST-v2-GateFourier,ok,rmse,0.608483,6.7813,0.0222,1024,20,outputs/benchmark_artifacts/synthetic_regime/seed_43/tst_v2_gate_fourier,,,tuned_tst_benchmark,,,,,,,,,,
TST-v3-MoE,synthetic_regime,43,regression,ablation,TST-v3-MoE,ok,rmse,0.609751,5.2706,0.018,1024,20,outputs/benchmark_artifacts/synthetic_regime/seed_43/tst_v3_moe,,,tuned_tst_benchmark,,,,,,,,,,
FT-Transformer-style,synthetic_regime,43,regression,neural_baseline,local_ft_transformer,ok,rmse,0.368358,2.9727,0.0108,1024,20,,,,tuned_tst_benchmark,,,,,,,,,,
TST,synthetic_regime,43,regression,ablation,TST-v0-tuned,ok,rmse,0.470552,22.3496,0.0189,1024,20,outputs/benchmark_artifacts/synthetic_regime/seed_43/tst_v0_tuned,,,tuned_tst_benchmark,TST-v0,tst_v0_lr_1e-4,1e-4,val_rmse,minimize,0.539197,20,3,"1e-4,3e-4,1e-3",lr_only
TST,synthetic_regime,43,regression,ablation,TST-v1-Gate-tuned,ok,rmse,0.477884,23.3074,0.0169,1024,20,outputs/benchmark_artifacts/synthetic_regime/seed_43/tst_v1_gate_tuned,,,tuned_tst_benchmark,TST-v1-Gate,tst_v1_gate_lr_3e-4,3e-4,val_rmse,minimize,0.538711,17,3,"1e-4,3e-4,1e-3",lr_only
TST,synthetic_regime,43,regression,ablation,TST-v2-GateFourier-tuned,ok,rmse,0.609794,18.3698,0.0202,1024,20,outputs/benchmark_artifacts/synthetic_regime/seed_43/tst_v2_gate_fourier_tuned,,,tuned_tst_benchmark,TST-v2-GateFourier,tst_v2_gate_fourier_lr_1e-4,1e-4,val_rmse,minimize,0.709901,3,3,"1e-4,3e-4,1e-3",lr_only
TST,synthetic_regime,43,regression,ablation,TST-v3-MoE-tuned,ok,rmse,0.607172,16.2698,0.0316,1024,20,outputs/benchmark_artifacts/synthetic_regime/seed_43/tst_v3_moe_tuned,,,tuned_tst_benchmark,TST-v3-MoE,tst_v3_moe_lr_3e-4,3e-4,val_rmse,minimize,0.709959,2,3,"1e-4,3e-4,1e-3",lr_only
Linear/Ridge,synthetic_sparse_high_order,43,classification,baseline,linear,ok,accuracy,0.970732,0.0173,0.0013,1024,50,,,,tuned_tst_benchmark,,,,,,,,,,
Random Forest,synthetic_sparse_high_order,43,classification,baseline,random_forest,ok,accuracy,0.97561,0.0508,0.0023,1024,50,,,,tuned_tst_benchmark,,,,,,,,,,
Gradient Boosting,synthetic_sparse_high_order,43,classification,baseline,gradient_boosting,ok,accuracy,0.990244,0.5093,0.0015,1024,50,,,,tuned_tst_benchmark,,,,,,,,,,
MLP,synthetic_sparse_high_order,43,classification,baseline,mlp,ok,accuracy,0.97561,0.0566,0.0012,1024,50,,,,tuned_tst_benchmark,,,,,,,,,,
LightGBM,synthetic_sparse_high_order,43,classification,baseline,lightgbm,ok,accuracy,0.990244,0.0662,0.0025,1024,50,,,,tuned_tst_benchmark,,,,,,,,,,
CatBoost,synthetic_sparse_high_order,43,classification,baseline,catboost,ok,accuracy,0.990244,1.6976,0.0027,1024,50,,,,tuned_tst_benchmark,,,,,,,,,,
TST-v0,synthetic_sparse_high_order,43,classification,ablation,TST-v0,ok,accuracy,0.97561,11.6232,0.0401,1024,50,outputs/benchmark_artifacts/synthetic_sparse_high_order/seed_43/tst_v0,,,tuned_tst_benchmark,,,,,,,,,,
TST-v1-Gate,synthetic_sparse_high_order,43,classification,ablation,TST-v1-Gate,ok,accuracy,0.97561,11.4662,0.0397,1024,50,outputs/benchmark_artifacts/synthetic_sparse_high_order/seed_43/tst_v1_gate,,,tuned_tst_benchmark,,,,,,,,,,
TST-v2-GateFourier,synthetic_sparse_high_order,43,classification,ablation,TST-v2-GateFourier,ok,accuracy,0.97561,12.0775,0.0436,1024,50,outputs/benchmark_artifacts/synthetic_sparse_high_order/seed_43/tst_v2_gate_fourier,,,tuned_tst_benchmark,,,,,,,,,,
TST-v3-MoE,synthetic_sparse_high_order,43,classification,ablation,TST-v3-MoE,ok,accuracy,0.97561,12.2792,0.0434,1024,50,outputs/benchmark_artifacts/synthetic_sparse_high_order/seed_43/tst_v3_moe,,,tuned_tst_benchmark,,,,,,,,,,
FT-Transformer-style,synthetic_sparse_high_order,43,classification,neural_baseline,local_ft_transformer,ok,accuracy,0.97561,3.6554,0.0159,1024,50,,,,tuned_tst_benchmark,,,,,,,,,,
TST,synthetic_sparse_high_order,43,classification,ablation,TST-v0-tuned,ok,accuracy,0.97561,34.9015,0.0409,1024,50,outputs/benchmark_artifacts/synthetic_sparse_high_order/seed_43/tst_v0_tuned,,,tuned_tst_benchmark,TST-v0,tst_v0_lr_1e-4,1e-4,val_accuracy,maximize,0.975610,1,3,"1e-4,3e-4,1e-3",lr_only
TST,synthetic_sparse_high_order,43,classification,ablation,TST-v1-Gate-tuned,ok,accuracy,0.97561,36.1181,0.0405,1024,50,outputs/benchmark_artifacts/synthetic_sparse_high_order/seed_43/tst_v1_gate_tuned,,,tuned_tst_benchmark,TST-v1-Gate,tst_v1_gate_lr_1e-4,1e-4,val_accuracy,maximize,0.975610,1,3,"1e-4,3e-4,1e-3",lr_only
TST,synthetic_sparse_high_order,43,classification,ablation,TST-v2-GateFourier-tuned,ok,accuracy,0.97561,37.3036,0.0466,1024,50,outputs/benchmark_artifacts/synthetic_sparse_high_order/seed_43/tst_v2_gate_fourier_tuned,,,tuned_tst_benchmark,TST-v2-GateFourier,tst_v2_gate_fourier_lr_1e-4,1e-4,val_accuracy,maximize,0.975610,1,3,"1e-4,3e-4,1e-3",lr_only
TST,synthetic_sparse_high_order,43,classification,ablation,TST-v3-MoE-tuned,ok,accuracy,0.97561,37.6583,0.0455,1024,50,outputs/benchmark_artifacts/synthetic_sparse_high_order/seed_43/tst_v3_moe_tuned,,,tuned_tst_benchmark,TST-v3-MoE,tst_v3_moe_lr_1e-4,1e-4,val_accuracy,maximize,0.975610,1,3,"1e-4,3e-4,1e-3",lr_only
Linear/Ridge,synthetic_axis_aligned,44,classification,baseline,linear,ok,accuracy,0.970732,0.0072,0.0009,1024,20,,,,tuned_tst_benchmark,,,,,,,,,,
Random Forest,synthetic_axis_aligned,44,classification,baseline,random_forest,ok,accuracy,0.995122,0.0356,0.0023,1024,20,,,,tuned_tst_benchmark,,,,,,,,,,
Gradient Boosting,synthetic_axis_aligned,44,classification,baseline,gradient_boosting,ok,accuracy,0.995122,0.13,0.0012,1024,20,,,,tuned_tst_benchmark,,,,,,,,,,
MLP,synthetic_axis_aligned,44,classification,baseline,mlp,ok,accuracy,0.941463,0.0523,0.001,1024,20,,,,tuned_tst_benchmark,,,,,,,,,,
LightGBM,synthetic_axis_aligned,44,classification,baseline,lightgbm,ok,accuracy,0.995122,0.0419,0.0025,1024,20,,,,tuned_tst_benchmark,,,,,,,,,,
CatBoost,synthetic_axis_aligned,44,classification,baseline,catboost,ok,accuracy,1.0,0.7746,0.0016,1024,20,,,,tuned_tst_benchmark,,,,,,,,,,
TST-v0,synthetic_axis_aligned,44,classification,ablation,TST-v0,ok,accuracy,0.892683,4.4011,0.0164,1024,20,outputs/benchmark_artifacts/synthetic_axis_aligned/seed_44/tst_v0,,,tuned_tst_benchmark,,,,,,,,,,
TST-v1-Gate,synthetic_axis_aligned,44,classification,ablation,TST-v1-Gate,ok,accuracy,0.892683,4.4762,0.0164,1024,20,outputs/benchmark_artifacts/synthetic_axis_aligned/seed_44/tst_v1_gate,,,tuned_tst_benchmark,,,,,,,,,,
TST-v2-GateFourier,synthetic_axis_aligned,44,classification,ablation,TST-v2-GateFourier,ok,accuracy,0.892683,4.6725,0.0183,1024,20,outputs/benchmark_artifacts/synthetic_axis_aligned/seed_44/tst_v2_gate_fourier,,,tuned_tst_benchmark,,,,,,,,,,
