dataset,seed,task,family,model,variant,n_samples,n_features,status,error_message,epoch,train_loss,train_metric,val_metric,grad_norm,grad_norm_max,train_val_gap,prediction_mean,prediction_std,has_gate,gate_mean,gate_median,gate_sparsity,best_epoch,best_val_metric,final_val_metric,final_vs_best,early_stopped,effective_training_status
synthetic_axis_aligned,42,classification,ablation,TST-v0,TST-v0,1024,20,ok,,11,0.30360497534275055,0.9104234527687296,0.9073170731707317,0.15618861778885287,0.2517728497368362,0.003106379597997866,0.09047593921422958,0.00047766012721695006,False,,,,1,0.9073170731707317,0.9073170731707317,0.0,True,early_stopped_cleanly
synthetic_axis_aligned,42,classification,ablation,TST-v1-Gate,TST-v1-Gate,1024,20,ok,,1,0.4903907537460327,0.9104234527687296,0.9073170731707317,16.035115254310746,76.52461834582634,0.003106379597997866,0.045744843780994415,0.0006585238152183592,True,0.7310360074043274,0.7306835055351257,0.0,1,0.9073170731707317,0.9073170731707317,0.0,True,early_stopped_cleanly
synthetic_axis_aligned,42,classification,ablation,TST-v1-Gate,TST-v1-Gate,1024,20,ok,,2,0.31216840744018554,0.9104234527687296,0.9073170731707317,0.3549908451528343,0.6023741744550851,0.003106379597997866,0.06756167113780975,0.0005177779239602387,True,0.7310434579849243,0.730684757232666,0.0,1,0.9073170731707317,0.9073170731707317,0.0,True,early_stopped_cleanly
synthetic_axis_aligned,42,classification,ablation,TST-v1-Gate,TST-v1-Gate,1024,20,ok,,3,0.302741551399231,0.9104234527687296,0.9073170731707317,0.20113344023790516,0.39060064673226513,0.003106379597997866,0.09086273610591888,0.00046357890823855996,True,0.7310428619384766,0.7307219505310059,0.0,1,0.9073170731707317,0.9073170731707317,0.0,True,early_stopped_cleanly
synthetic_axis_aligned,42,classification,ablation,TST-v1-Gate,TST-v1-Gate,1024,20,ok,,4,0.2997337460517883,0.9104234527687296,0.9073170731707317,0.1912946889852411,0.343088774722078,0.003106379597997866,0.10472549498081207,0.00041945467819459736,True,0.7310397624969482,0.7307650446891785,0.0,1,0.9073170731707317,0.9073170731707317,0.0,True,early_stopped_cleanly
synthetic_axis_aligned,42,classification,ablation,TST-v1-Gate,TST-v1-Gate,1024,20,ok,,5,0.300676628947258,0.9104234527687296,0.9073170731707317,0.21761802328730812,0.3663561628393348,0.003106379597997866,0.10612817108631134,0.0003827573382295668,True,0.7310373187065125,0.7308170795440674,0.0,1,0.9073170731707317,0.9073170731707317,0.0,True,early_stopped_cleanly
synthetic_axis_aligned,42,classification,ablation,TST-v1-Gate,TST-v1-Gate,1024,20,ok,,6,0.30533878207206727,0.9104234527687296,0.9073170731707317,0.22773697039947155,0.43062928538873574,0.003106379597997866,0.09513869881629944,0.0003389292978681624,True,0.7310360074043274,0.7308719158172607,0.0,1,0.9073170731707317,0.9073170731707317,0.0,True,early_stopped_cleanly
synthetic_axis_aligned,42,classification,ablation,TST-v1-Gate,TST-v1-Gate,1024,20,ok,,7,0.3023346155881882,0.9104234527687296,0.9073170731707317,0.12544582012231553,0.2567063192217522,0.003106379597997866,0.08869753777980804,0.00032542552798986435,True,0.7310339212417603,0.7309407591819763,0.0,1,0.9073170731707317,0.9073170731707317,0.0,True,early_stopped_cleanly
synthetic_axis_aligned,42,classification,ablation,TST-v1-Gate,TST-v1-Gate,1024,20,ok,,8,0.2997768819332123,0.9104234527687296,0.9073170731707317,0.22618349260443954,0.5265022812701171,0.003106379597997866,0.08880245685577393,0.00033873229403980076,True,0.7310284376144409,0.7310208082199097,0.0,1,0.9073170731707317,0.9073170731707317,0.0,True,early_stopped_cleanly
synthetic_axis_aligned,42,classification,ablation,TST-v1-Gate,TST-v1-Gate,1024,20,ok,,9,0.3027010798454285,0.9104234527687296,0.9073170731707317,0.09553126598884036,0.14389612810305166,0.003106379597997866,0.08667892962694168,0.00035326683428138494,True,0.7310233116149902,0.7311098575592041,0.0,1,0.9073170731707317,0.9073170731707317,0.0,True,early_stopped_cleanly
synthetic_axis_aligned,42,classification,ablation,TST-v1-Gate,TST-v1-Gate,1024,20,ok,,10,0.30278458893299104,0.9104234527687296,0.9073170731707317,0.2053774899064634,0.40433703308080865,0.003106379597997866,0.08734595030546188,0.0003815896634478122,True,0.7310166358947754,0.7312096357345581,0.0,1,0.9073170731707317,0.9073170731707317,0.0,True,early_stopped_cleanly
synthetic_axis_aligned,42,classification,ablation,TST-v1-Gate,TST-v1-Gate,1024,20,ok,,11,0.30374898612499235,0.9104234527687296,0.9073170731707317,0.15654194250235268,0.250498099386223,0.003106379597997866,0.09066466987133026,0.0004305954498704523,True,0.7310115098953247,0.7313323616981506,0.0,1,0.9073170731707317,0.9073170731707317,0.0,True,early_stopped_cleanly
synthetic_axis_aligned,42,classification,ablation,TST-v2-GateFourier,TST-v2-GateFourier,1024,20,ok,,1,0.3978589177131653,0.9104234527687296,0.9073170731707317,2.108518203165273,3.8436982833594917,0.003106379597997866,0.15635080635547638,0.00036426971200853586,True,0.7310643196105957,0.7309010028839111,0.0,1,0.9073170731707317,0.9073170731707317,0.0,True,early_stopped_cleanly
synthetic_axis_aligned,42,classification,ablation,TST-v2-GateFourier,TST-v2-GateFourier,1024,20,ok,,2,0.29945085346698763,0.9104234527687296,0.9073170731707317,0.25166619051783623,0.542610133147316,0.003106379597997866,0.052961479872465134,3.161430868203752e-05,True,0.7309023141860962,0.7307206392288208,0.0,1,0.9073170731707317,0.9073170731707317,0.0,True,early_stopped_cleanly
synthetic_axis_aligned,42,classification,ablation,TST-v2-GateFourier,TST-v2-GateFourier,1024,20,ok,,3,0.3107111036777496,0.9104234527687296,0.9073170731707317,0.33153633739684746,0.6071974444755993,0.003106379597997866,0.07740314304828644,2.876283360819798e-05,True,0.7308114767074585,0.7305718660354614,0.0,1,0.9073170731707317,0.9073170731707317,0.0,True,early_stopped_cleanly
synthetic_axis_aligned,42,classification,ablation,TST-v2-GateFourier,TST-v2-GateFourier,1024,20,ok,,4,0.3009768664836884,0.9104234527687296,0.9073170731707317,0.1275858033205474,0.28350746021311457,0.003106379597997866,0.10876094549894333,3.455697878962383e-05,True,0.7307435274124146,0.7304332256317139,0.0,1,0.9073170731707317,0.9073170731707317,0.0,True,early_stopped_cleanly
synthetic_axis_aligned,42,classification,ablation,TST-v2-GateFourier,TST-v2-GateFourier,1024,20,ok,,5,0.3050121307373047,0.9104234527687296,0.9073170731707317,0.18653829032990793,0.3701929715753273,0.003106379597997866,0.10156717896461487,2.9995982913533226e-05,True,0.7306818962097168,0.730316162109375,0.0,1,0.9073170731707317,0.9073170731707317,0.0,True,early_stopped_cleanly
synthetic_axis_aligned,42,classification,ablation,TST-v2-GateFourier,TST-v2-GateFourier,1024,20,ok,,6,0.30176988840103147,0.9104234527687296,0.9073170731707317,0.08847779686559118,0.1546179074020089,0.003106379597997866,0.08750095963478088,2.5387525965925306e-05,True,0.7306248545646667,0.7302286028862,0.0,1,0.9073170731707317,0.9073170731707317,0.0,True,early_stopped_cleanly
synthetic_axis_aligned,42,classification,ablation,TST-v2-GateFourier,TST-v2-GateFourier,1024,20,ok,,7,0.3007436156272888,0.9104234527687296,0.9073170731707317,0.07067676850957819,0.17917009860044894,0.003106379597997866,0.08497365564107895,2.5645025743870065e-05,True,0.7305730581283569,0.73023521900177,0.0,1,0.9073170731707317,0.9073170731707317,0.0,True,early_stopped_cleanly
synthetic_axis_aligned,42,classification,ablation,TST-v2-GateFourier,TST-v2-GateFourier,1024,20,ok,,8,0.3027839481830597,0.9104234527687296,0.9073170731707317,0.19645028608535128,0.49208030210250603,0.003106379597997866,0.08713694661855698,2.7890902856597677e-05,True,0.7305231690406799,0.7302378416061401,0.0,1,0.9073170731707317,0.9073170731707317,0.0,True,early_stopped_cleanly
synthetic_axis_aligned,42,classification,ablation,TST-v2-GateFourier,TST-v2-GateFourier,1024,20,ok,,9,0.30464533269405364,0.9104234527687296,0.9073170731707317,0.25490931426864616,0.5480817368634314,0.003106379597997866,0.09910636395215988,3.626892430474982e-05,True,0.7304786443710327,0.7301963567733765,0.0,1,0.9073170731707317,0.9073170731707317,0.0,True,early_stopped_cleanly
synthetic_axis_aligned,42,classification,ablation,TST-v2-GateFourier,TST-v2-GateFourier,1024,20,ok,,10,0.30148229002952576,0.9104234527687296,0.9073170731707317,0.08487166508460472,0.10869433558269394,0.003106379597997866,0.093719482421875,3.7140780477784574e-05,True,0.7304341793060303,0.7301548719406128,0.0,1,0.9073170731707317,0.9073170731707317,0.0,True,early_stopped_cleanly
synthetic_axis_aligned,42,classification,ablation,TST-v2-GateFourier,TST-v2-GateFourier,1024,20,ok,,11,0.30161925554275515,0.9104234527687296,0.9073170731707317,0.12383278625001584,0.2409364500654117,0.003106379597997866,0.08810368925333023,3.858888157992624e-05,True,0.7303930521011353,0.7301236987113953,0.0,1,0.9073170731707317,0.9073170731707317,0.0,True,early_stopped_cleanly
synthetic_axis_aligned,42,classification,ablation,TST-v3-MoE,TST-v3-MoE,1024,20,ok,,1,0.3854920923709869,0.9104234527687296,0.9073170731707317,1.8645653117915426,8.388138814088707,0.003106379597997866,0.07330439239740372,5.0415052101016045e-05,True,0.7311643362045288,0.7314809560775757,0.0,1,0.9073170731707317,0.9073170731707317,0.0,True,early_stopped_cleanly
synthetic_axis_aligned,42,classification,ablation,TST-v3-MoE,TST-v3-MoE,1024,20,ok,,2,0.30270822048187257,0.9104234527687296,0.9073170731707317,0.09512923900971695,0.20246609703417515,0.003106379597997866,0.08738985657691956,6.669594586128369e-05,True,0.7311661243438721,0.7315816879272461,0.0,1,0.9073170731707317,0.9073170731707317,0.0,True,early_stopped_cleanly
synthetic_axis_aligned,42,classification,ablation,TST-v3-MoE,TST-v3-MoE,1024,20,ok,,3,0.3045877873897552,0.9104234527687296,0.9073170731707317,0.18156873221616907,0.3377357846040099,0.003106379597997866,0.0733499825000763,3.0775470804655924e-05,True,0.7311571836471558,0.7316036224365234,0.0,1,0.9073170731707317,0.9073170731707317,0.0,True,early_stopped_cleanly
synthetic_axis_aligned,42,classification,ablation,TST-v3-MoE,TST-v3-MoE,1024,20,ok,,4,0.30562280118465424,0.9104234527687296,0.9073170731707317,0.18719900736497866,0.35540070922997785,0.003106379597997866,0.08573174476623535,4.4294607505435124e-05,True,0.7311466932296753,0.7319275140762329,0.0,1,0.9073170731707317,0.9073170731707317,0.0,True,early_stopped_cleanly
synthetic_axis_aligned,42,classification,ablation,TST-v3-MoE,TST-v3-MoE,1024,20,ok,,5,0.3026719391345978,0.9104234527687296,0.9073170731707317,0.10698495041811726,0.16500301458265565,0.003106379597997866,0.08612064272165298,5.053642234997824e-05,True,0.73113614320755,0.7319409251213074,0.0,1,0.9073170731707317,0.9073170731707317,0.0,True,early_stopped_cleanly
synthetic_axis_aligned,42,classification,ablation,TST-v3-MoE,TST-v3-MoE,1024,20,ok,,6,0.29870207905769347,0.9104234527687296,0.9073170731707317,0.1985749528056669,0.4104642853926513,0.003106379597997866,0.08451202511787415,5.7984841987490654e-05,True,0.7311297059059143,0.7319371700286865,0.0,1,0.9073170731707317,0.9073170731707317,0.0,True,early_stopped_cleanly
synthetic_axis_aligned,42,classification,ablation,TST-v3-MoE,TST-v3-MoE,1024,20,ok,,7,0.2974539786577225,0.9104234527687296,0.9073170731707317,0.1553183675599442,0.25162227379823005,0.003106379597997866,0.07974755764007568,6.237351772142574e-05,True,0.7311258316040039,0.7319207191467285,0.0,1,0.9073170731707317,0.9073170731707317,0.0,True,early_stopped_cleanly
synthetic_axis_aligned,42,classification,ablation,TST-v3-MoE,TST-v3-MoE,1024,20,ok,,8,0.30666966140270235,0.9104234527687296,0.9073170731707317,0.21144575004311741,0.31677633048834813,0.003106379597997866,0.07292507588863373,6.104294880060479e-05,True,0.7311226725578308,0.7318898439407349,0.0,1,0.9073170731707317,0.9073170731707317,0.0,True,early_stopped_cleanly
synthetic_axis_aligned,42,classification,ablation,TST-v3-MoE,TST-v3-MoE,1024,20,ok,,9,0.3052710235118866,0.9104234527687296,0.9073170731707317,0.14364480460915957,0.2595525570579317,0.003106379597997866,0.08169697225093842,9.667414269642904e-05,True,0.73112952709198,0.7318903207778931,0.0,1,0.9073170731707317,0.9073170731707317,0.0,True,early_stopped_cleanly
synthetic_axis_aligned,42,classification,ablation,TST-v3-MoE,TST-v3-MoE,1024,20,ok,,10,0.3018345355987549,0.9104234527687296,0.9073170731707317,0.08114054102298801,0.13819112118946075,0.003106379597997866,0.0904507115483284,0.00015508561045862734,True,0.7311548590660095,0.731836199760437,0.0,1,0.9073170731707317,0.9073170731707317,0.0,True,early_stopped_cleanly
synthetic_axis_aligned,42,classification,ablation,TST-v3-MoE,TST-v3-MoE,1024,20,ok,,11,0.3029013127088547,0.9104234527687296,0.9073170731707317,0.17917340183784314,0.2955704470618898,0.003106379597997866,0.0896642655134201,0.00019802535825874656,True,0.7311997413635254,0.7318012714385986,0.0,1,0.9073170731707317,0.9073170731707317,0.0,True,early_stopped_cleanly
synthetic_xor,42,classification,ablation,TST-v0,TST-v0,1024,20,ok,,1,1.1308363914489745,0.49022801302931596,0.4878048780487805,8.522629690402153,17.61502396033555,0.0024231349805354796,0.34412410855293274,0.0023136590607464314,False,,,,2,0.5121951219512195,0.4926829268292683,0.019512195121951237,True,early_stopped_cleanly
synthetic_xor,42,classification,ablation,TST-v0,TST-v0,1024,20,ok,,2,0.6996292233467102,0.509771986970684,0.5121951219512195,0.5266440894064839,1.2331641637203286,-0.0024231349805354796,0.6531035900115967,0.0008361935033462942,False,,,,2,0.5121951219512195,0.4926829268292683,0.019512195121951237,True,early_stopped_cleanly
synthetic_xor,42,classification,ablation,TST-v0,TST-v0,1024,20,ok,,3,0.735964834690094,0.509771986970684,0.5121951219512195,1.2800963221452288,1.6306301436434634,-0.0024231349805354796,0.6265581846237183,0.0005824881372973323,False,,,,2,0.5121951219512195,0.4926829268292683,0.019512195121951237,True,early_stopped_cleanly
synthetic_xor,42,classification,ablation,TST-v0,TST-v0,1024,20,ok,,4,0.7044110655784607,0.509771986970684,0.5121951219512195,0.5887084718497151,1.14799345326568,-0.0024231349805354796,0.5122705101966858,0.0005424213595688343,False,,,,2,0.5121951219512195,0.4926829268292683,0.019512195121951237,True,early_stopped_cleanly
synthetic_xor,42,classification,ablation,TST-v0,TST-v0,1024,20,ok,,5,0.6973160147666931,0.49022801302931596,0.4878048780487805,0.49536419003836263,0.6938137930786608,0.0024231349805354796,0.4503469467163086,0.0004913095617666841,False,,,,2,0.5121951219512195,0.4926829268292683,0.019512195121951237,True,early_stopped_cleanly
synthetic_xor,42,classification,ablation,TST-v0,TST-v0,1024,20,ok,,6,0.6998676061630249,0.49022801302931596,0.4878048780487805,0.5618296380250501,0.7794339591263459,0.0024231349805354796,0.465592622756958,0.0004303466703277081,False,,,,2,0.5121951219512195,0.4926829268292683,0.019512195121951237,True,early_stopped_cleanly
synthetic_xor,42,classification,ablation,TST-v0,TST-v0,1024,20,ok,,7,0.695685613155365,0.509771986970684,0.5121951219512195,0.33096536083083433,0.4472715357359338,-0.0024231349805354796,0.5020765662193298,0.0003840543795377016,False,,,,2,0.5121951219512195,0.4926829268292683,0.019512195121951237,True,early_stopped_cleanly
synthetic_xor,42,classification,ablation,TST-v0,TST-v0,1024,20,ok,,8,0.6926008343696595,0.509771986970684,0.5121951219512195,0.28145154110823845,0.6765161421521915,-0.0024231349805354796,0.5253937244415283,0.0003600938362069428,False,,,,2,0.5121951219512195,0.4926829268292683,0.019512195121951237,True,early_stopped_cleanly
synthetic_xor,42,classification,ablation,TST-v0,TST-v0,1024,20,ok,,9,0.6934279561042785,0.509771986970684,0.5121951219512195,0.25141615242460863,0.6040075084292433,-0.0024231349805354796,0.5322088003158569,0.0003531108086463064,False,,,,2,0.5121951219512195,0.4926829268292683,0.019512195121951237,True,early_stopped_cleanly
synthetic_xor,42,classification,ablation,TST-v0,TST-v0,1024,20,ok,,10,0.6931914210319519,0.509771986970684,0.5121951219512195,0.18115859060769163,0.45000753868110904,-0.0024231349805354796,0.521126389503479,0.00036033461219631135,False,,,,2,0.5121951219512195,0.4926829268292683,0.019512195121951237,True,early_stopped_cleanly
synthetic_xor,42,classification,ablation,TST-v0,TST-v0,1024,20,ok,,11,0.6931795597076416,0.509771986970684,0.5121951219512195,0.13441724552108542,0.24864147713834908,-0.0024231349805354796,0.5063788890838623,0.00037441300810314715,False,,,,2,0.5121951219512195,0.4926829268292683,0.019512195121951237,True,early_stopped_cleanly
synthetic_xor,42,classification,ablation,TST-v0,TST-v0,1024,20,ok,,12,0.6929063081741333,0.50814332247557,0.4926829268292683,0.21689382129783033,0.34915924178828767,0.01546039564630175,0.49926474690437317,0.0003896752605214715,False,,,,2,0.5121951219512195,0.4926829268292683,0.019512195121951237,True,early_stopped_cleanly
synthetic_xor,42,classification,ablation,TST-v1-Gate,TST-v1-Gate,1024,20,ok,,1,1.1326873540878295,0.49022801302931596,0.4878048780487805,10.428602166950602,22.979900547390486,0.0024231349805354796,0.3437637984752655,0.002149952342733741,True,0.7311121225357056,0.7312878370285034,0.0,2,0.5121951219512195,0.4975609756097561,0.014634146341463428,True,early_stopped_cleanly
synthetic_xor,42,classification,ablation,TST-v1-Gate,TST-v1-Gate,1024,20,ok,,2,0.6997300505638122,0.509771986970684,0.5121951219512195,0.5361611762315605,1.2720742567460634,-0.0024231349805354796,0.6527717113494873,0.0007662509451620281,True,0.731106162071228,0.7314249873161316,0.0,2,0.5121951219512195,0.4975609756097561,0.014634146341463428,True,early_stopped_cleanly
synthetic_xor,42,classification,ablation,TST-v1-Gate,TST-v1-Gate,1024,20,ok,,3,0.7358044147491455,0.509771986970684,0.5121951219512195,1.2791112598286711,1.6312500031259292,-0.0024231349805354796,0.6262639760971069,0.0005357838817872107,True,0.7311198711395264,0.73149573802948,0.0,2,0.5121951219512195,0.4975609756097561,0.014634146341463428,True,early_stopped_cleanly
synthetic_xor,42,classification,ablation,TST-v1-Gate,TST-v1-Gate,1024,20,ok,,4,0.7043945908546447,0.509771986970684,0.5121951219512195,0.5864473397631362,1.146088704977298,-0.0024231349805354796,0.5118668675422668,0.0005025400896556675,True,0.7311340570449829,0.7315746545791626,0.0,2,0.5121951219512195,0.4975609756097561,0.014634146341463428,True,early_stopped_cleanly
synthetic_xor,42,classification,ablation,TST-v1-Gate,TST-v1-Gate,1024,20,ok,,5,0.6974399089813232,0.49022801302931596,0.4878048780487805,0.49748266559958026,0.6984377482757607,0.0024231349805354796,0.4502250552177429,0.00045568353380076587,True,0.7311393618583679,0.73163902759552,0.0,2,0.5121951219512195,0.4975609756097561,0.014634146341463428,True,early_stopped_cleanly
synthetic_xor,42,classification,ablation,TST-v1-Gate,TST-v1-Gate,1024,20,ok,,6,0.699943733215332,0.49022801302931596,0.4878048780487805,0.5626063248268172,0.780194643009037,0.0024231349805354796,0.4660855233669281,0.0003955027204938233,True,0.7311426401138306,0.7316716909408569,0.0,2,0.5121951219512195,0.4975609756097561,0.014634146341463428,True,early_stopped_cleanly
synthetic_xor,42,classification,ablation,TST-v1-Gate,TST-v1-Gate,1024,20,ok,,7,0.6957097887992859,0.509771986970684,0.5121951219512195,0.328537210844358,0.443146010322713,-0.0024231349805354796,0.5027311444282532,0.00034957355819642544,True,0.7311414480209351,0.731683075428009,0.0,2,0.5121951219512195,0.4975609756097561,0.014634146341463428,True,early_stopped_cleanly
synthetic_xor,42,classification,ablation,TST-v1-Gate,TST-v1-Gate,1024,20,ok,,8,0.6926775813102722,0.509771986970684,0.5121951219512195,0.2807599700442532,0.6819057466379044,-0.0024231349805354796,0.5256962180137634,0.0003260381054133177,True,0.731135368347168,0.7316848039627075,0.0,2,0.5121951219512195,0.4975609756097561,0.014634146341463428,True,early_stopped_cleanly
synthetic_xor,42,classification,ablation,TST-v1-Gate,TST-v1-Gate,1024,20,ok,,9,0.6935072302818298,0.509771986970684,0.5121951219512195,0.2517712383476425,0.6041173937737185,-0.0024231349805354796,0.5320813655853271,0.0003188556875102222,True,0.7311257123947144,0.7316813468933105,0.0,2,0.5121951219512195,0.4975609756097561,0.014634146341463428,True,early_stopped_cleanly
synthetic_xor,42,classification,ablation,TST-v1-Gate,TST-v1-Gate,1024,20,ok,,10,0.6932472467422486,0.509771986970684,0.5121951219512195,0.18008692270462653,0.4474171739723003,-0.0024231349805354796,0.5208078026771545,0.00032490838202647865,True,0.7311137914657593,0.7316763401031494,0.0,2,0.5121951219512195,0.4975609756097561,0.014634146341463428,True,early_stopped_cleanly
synthetic_xor,42,classification,ablation,TST-v1-Gate,TST-v1-Gate,1024,20,ok,,11,0.6932472944259643,0.509771986970684,0.5121951219512195,0.1339316834632128,0.24655492837065043,-0.0024231349805354796,0.506188154220581,0.0003371682541910559,True,0.7311005592346191,0.731669545173645,0.0,2,0.5121951219512195,0.4975609756097561,0.014634146341463428,True,early_stopped_cleanly
synthetic_xor,42,classification,ablation,TST-v1-Gate,TST-v1-Gate,1024,20,ok,,12,0.6930006861686706,0.504885993485342,0.4975609756097561,0.21738326672269198,0.348835936184873,0.007325017875585926,0.4993346929550171,0.000350086746038869,True,0.7310869097709656,0.731657862663269,0.0,2,0.5121951219512195,0.4975609756097561,0.014634146341463428,True,early_stopped_cleanly
synthetic_xor,42,classification,ablation,TST-v2-GateFourier,TST-v2-GateFourier,1024,20,ok,,1,1.135979700088501,0.509771986970684,0.5121951219512195,8.430150209990618,19.497561335064322,-0.0024231349805354796,0.5191628932952881,0.00022503905347548425,True,0.7309281229972839,0.7309972047805786,0.0,1,0.5121951219512195,0.5121951219512195,0.0,True,early_stopped_cleanly
synthetic_xor,42,classification,ablation,TST-v2-GateFourier,TST-v2-GateFourier,1024,20,ok,,2,0.7331353664398194,0.49022801302931596,0.4878048780487805,1.2962647216031915,2.337260240518176,0.0024231349805354796,0.36183828115463257,5.8956404245691374e-05,True,0.7307924628257751,0.730749249458313,0.0,1,0.5121951219512195,0.5121951219512195,0.0,True,early_stopped_cleanly
synthetic_xor,42,classification,ablation,TST-v2-GateFourier,TST-v2-GateFourier,1024,20,ok,,3,0.7246705055236816,0.509771986970684,0.5121951219512195,1.1962570979910576,2.4323659155454975,-0.0024231349805354796,0.5630420446395874,0.00010083635424962267,True,0.7306960821151733,0.730585515499115,0.0,1,0.5121951219512195,0.5121951219512195,0.0,True,early_stopped_cleanly
synthetic_xor,42,classification,ablation,TST-v2-GateFourier,TST-v2-GateFourier,1024,20,ok,,4,0.7021211743354797,0.509771986970684,0.5121951219512195,0.6350366651630646,1.0275675244124514,-0.0024231349805354796,0.5620517730712891,7.12764376658015e-05,True,0.7306190729141235,0.7304694652557373,0.0,1,0.5121951219512195,0.5121951219512195,0.0,True,early_stopped_cleanly
synthetic_xor,42,classification,ablation,TST-v2-GateFourier,TST-v2-GateFourier,1024,20,ok,,5,0.698110842704773,0.49022801302931596,0.4878048780487805,0.5835979902476526,0.8968541897954817,0.0024231349805354796,0.4880825877189636,4.344865374150686e-05,True,0.7305558323860168,0.7303895950317383,0.0,1,0.5121951219512195,0.5121951219512195,0.0,True,early_stopped_cleanly
synthetic_xor,42,classification,ablation,TST-v2-GateFourier,TST-v2-GateFourier,1024,20,ok,,6,0.6953644156455994,0.49022801302931596,0.4878048780487805,0.45365726406239776,0.6887226026067839,0.0024231349805354796,0.48192131519317627,3.776757512241602e-05,True,0.7305076718330383,0.7303436994552612,0.0,1,0.5121951219512195,0.5121951219512195,0.0,True,early_stopped_cleanly
synthetic_xor,42,classification,ablation,TST-v2-GateFourier,TST-v2-GateFourier,1024,20,ok,,7,0.6945005655288696,0.509771986970684,0.5121951219512195,0.4539626795279931,0.9548361961465746,-0.0024231349805354796,0.5079111456871033,3.929749072995037e-05,True,0.7304686307907104,0.7303053736686707,0.0,1,0.5121951219512195,0.5121951219512195,0.0,True,early_stopped_cleanly
synthetic_xor,42,classification,ablation,TST-v2-GateFourier,TST-v2-GateFourier,1024,20,ok,,8,0.6933650732040405,0.509771986970684,0.5121951219512195,0.16177168350775234,0.31411363639813866,-0.0024231349805354796,0.5173642039299011,3.951564576709643e-05,True,0.7304338216781616,0.7302708625793457,0.0,1,0.5121951219512195,0.5121951219512195,0.0,True,early_stopped_cleanly
